time,MAC000028,MAC000041,MAC000058,MAC000089,MAC000095,MAC000126,MAC000143,MAC000144,MAC000148,MAC000172,MAC000176,MAC000182,MAC000200,MAC000240,MAC000258,MAC000268,MAC004457,MAC004490,MAC004496,MAC004521,MAC004528,MAC004540,MAC004550,MAC004553,MAC004862,MAC004874,MAC004918,MAC004998,MAC005000,MAC005016,MAC005024,MAC005025,MAC005193,MAC005227,MAC005229,MAC005257,MAC005261,MAC005268,MAC005270,MAC005273
01:06:00,0.14,0.122,0.082,0.09,0.17,0.174,0.174,0.058,0.282,0.102,0.222,0.114,0.024,0.186,0.052,0.226,1.176,0.408,0.17,0.16,0.57,0.418,0.12,0.308,0.154,1.104,0.098,0.128,0.446,0.166,0.096,0.064,0.182,0.144,0.048,0.05,0.242,0.784,0.164,0.334
01:07:00,0.14,0.122,0.082,0.09,0.17,0.174,0.174,0.058,0.282,0.102,0.222,0.114,0.024,0.186,0.052,0.226,1.176,0.408,0.17,0.16,0.57,0.418,0.12,0.308,0.154,1.104,0.098,0.128,0.446,0.166,0.096,0.064,0.182,0.144,0.048,0.05,0.242,0.784,0.164,0.334
01:08:00,0.14,0.122,0.082,0.09,0.17,0.174,0.174,0.058,0.282,0.102,0.222,0.114,0.024,0.186,0.052,0.226,1.176,0.408,0.17,0.16,0.57,0.418,0.12,0.308,0.154,1.104,0.098,0.128,0.446,0.166,0.096,0.064,0.182,0.144,0.048,0.05,0.242,0.784,0.164,0.334
01:09:00,0.14,0.122,0.082,0.09,0.17,0.174,0.174,0.058,0.282,0.102,0.222,0.114,0.024,0.186,0.052,0.226,1.176,0.408,0.17,0.16,0.57,0.418,0.12,0.308,0.154,1.104,0.098,0.128,0.446,0.166,0.096,0.064,0.182,0.144,0.048,0.05,0.242,0.784,0.164,0.334
01:10:00,0.14,0.122,0.082,0.09,0.17,0.174,0.174,0.058,0.282,0.102,0.222,0.114,0.024,0.186,0.052,0.226,1.176,0.408,0.17,0.16,0.57,0.418,0.12,0.308,0.154,1.104,0.098,0.128,0.446,0.166,0.096,0.064,0.182,0.144,0.048,0.05,0.242,0.784,0.164,0.334
01:11:00,0.14,0.122,0.082,0.09,0.17,0.174,0.174,0.058,0.282,0.102,0.222,0.114,0.024,0.186,0.052,0.226,1.176,0.408,0.17,0.16,0.57,0.418,0.12,0.308,0.154,1.104,0.098,0.128,0.446,0.166,0.096,0.064,0.182,0.144,0.048,0.05,0.242,0.784,0.164,0.334
01:12:00,0.14,0.122,0.082,0.09,0.17,0.174,0.174,0.058,0.282,0.102,0.222,0.114,0.024,0.186,0.052,0.226,1.176,0.408,0.17,0.16,0.57,0.418,0.12,0.308,0.154,1.104,0.098,0.128,0.446,0.166,0.096,0.064,0.182,0.144,0.048,0.05,0.242,0.784,0.164,0.334
01:13:00,0.14,0.122,0.082,0.09,0.17,0.174,0.174,0.058,0.282,0.102,0.222,0.114,0.024,0.186,0.052,0.226,1.176,0.408,0.17,0.16,0.57,0.418,0.12,0.308,0.154,1.104,0.098,0.128,0.446,0.166,0.096,0.064,0.182,0.144,0.048,0.05,0.242,0.784,0.164,0.334
01:14:00,0.14,0.122,0.082,0.09,0.17,0.174,0.174,0.058,0.282,0.102,0.222,0.114,0.024,0.186,0.052,0.226,1.176,0.408,0.17,0.16,0.57,0.418,0.12,0.308,0.154,1.104,0.098,0.128,0.446,0.166,0.096,0.064,0.182,0.144,0.048,0.05,0.242,0.784,0.164,0.334
01:15:00,0.14,0.122,0.082,0.09,0.17,0.174,0.174,0.058,0.282,0.102,0.222,0.114,0.024,0.186,0.052,0.226,1.176,0.408,0.17,0.16,0.57,0.418,0.12,0.308,0.154,1.104,0.098,0.128,0.446,0.166,0.096,0.064,0.182,0.144,0.048,0.05,0.242,0.784,0.164,0.334
01:16:00,0.14,0.122,0.082,0.09,0.17,0.174,0.174,0.058,0.282,0.102,0.222,0.114,0.024,0.186,0.052,0.226,1.176,0.408,0.17,0.16,0.57,0.418,0.12,0.308,0.154,1.104,0.098,0.128,0.446,0.166,0.096,0.064,0.182,0.144,0.048,0.05,0.242,0.784,0.164,0.334
01:17:00,0.14,0.122,0.082,0.09,0.17,0.174,0.174,0.058,0.282,0.102,0.222,0.114,0.024,0.186,0.052,0.226,1.176,0.408,0.17,0.16,0.57,0.418,0.12,0.308,0.154,1.104,0.098,0.128,0.446,0.166,0.096,0.064,0.182,0.144,0.048,0.05,0.242,0.784,0.164,0.334
01:18:00,0.14,0.122,0.082,0.09,0.17,0.174,0.174,0.058,0.282,0.102,0.222,0.114,0.024,0.186,0.052,0.226,1.176,0.408,0.17,0.16,0.57,0.418,0.12,0.308,0.154,1.104,0.098,0.128,0.446,0.166,0.096,0.064,0.182,0.144,0.048,0.05,0.242,0.784,0.164,0.334
01:19:00,0.14,0.122,0.082,0.09,0.17,0.174,0.174,0.058,0.282,0.102,0.222,0.114,0.024,0.186,0.052,0.226,1.176,0.408,0.17,0.16,0.57,0.418,0.12,0.308,0.154,1.104,0.098,0.128,0.446,0.166,0.096,0.064,0.182,0.144,0.048,0.05,0.242,0.784,0.164,0.334
01:20:00,0.14,0.122,0.082,0.09,0.17,0.174,0.174,0.058,0.282,0.102,0.222,0.114,0.024,0.186,0.052,0.226,1.176,0.408,0.17,0.16,0.57,0.418,0.12,0.308,0.154,1.104,0.098,0.128,0.446,0.166,0.096,0.064,0.182,0.144,0.048,0.05,0.242,0.784,0.164,0.334
