,always_on,night_setback,fixed_time_start
1900-01-01 00:00:00,1.9716240427959222,1.666705607562285,1.666742527861856
1900-01-01 00:01:00,1.9643932990669086,1.6373045793882983,1.6917523359166737
1900-01-01 00:02:00,2.0194055371203823,1.6798563406519231,1.66954043730509
1900-01-01 00:03:00,1.9731154719112407,1.6882266800581494,1.6883739475400852
1900-01-01 00:04:00,1.9763682813928873,1.6952296686427881,1.7203889556441114
1900-01-01 00:05:00,1.9921123673541548,1.6823426329432865,1.6841905862872906
1900-01-01 00:06:00,2.03493991014735,1.7239635560966895,1.7224166174527964
1900-01-01 00:07:00,2.020070636075911,1.6861233135822578,1.6987012210754497
1900-01-01 00:08:00,2.054773575633319,1.7108346237174104,1.7130772852609146
1900-01-01 00:09:00,2.0278153720914514,1.7096868601673296,1.716792610820811
1900-01-01 00:10:00,1.9968919279014483,1.7131352682702932,1.706727520626972
1900-01-01 00:11:00,2.012813935528549,1.7259823061610027,1.7087966000664465
1900-01-01 00:12:00,2.0585289154512987,1.7536175906590898,1.7298139709433782
1900-01-01 00:13:00,2.064733104998784,1.7188278832083579,1.7384868740302062
1900-01-01 00:14:00,2.0238286300958768,1.7261947440986987,1.7217202329690469
1900-01-01 00:15:00,2.0381331764917507,1.752114421182726,1.7163543481922443
1900-01-01 00:16:00,2.0770952602092754,1.753313517171698,1.7398104208468532
1900-01-01 00:17:00,2.065935781071692,1.7582630714335672,1.7276476740051985
1900-01-01 00:18:00,2.0921153557590833,1.7498771515220095,1.7699982216164143
1900-01-01 00:19:00,2.0658075887016727,1.76708250316962,1.7764748502108274
1900-01-01 00:20:00,2.1019043830990713,1.7587974392881072,1.7701867959228648
1900-01-01 00:21:00,2.069714421971558,1.7748263661381243,1.7784485620388928
1900-01-01 00:22:00,2.0936650325684782,1.7766408862142222,1.763121346360541
1900-01-01 00:23:00,2.1214814425772093,1.7658183805356302,1.8064843893465052
1900-01-01 00:24:00,2.1503403851952543,1.8290191518138808,1.7864757719409716
1900-01-01 00:25:00,2.146473215445145,1.8102313541337525,1.8031950256370377
1900-01-01 00:26:00,2.13668303133498,1.821643404148542,1.7917395873201054
1900-01-01 00:27:00,2.174558532617779,1.8111686126336008,1.8364613288261484
1900-01-01 00:28:00,2.180005750890244,1.8129009261081925,1.827828286000361
1900-01-01 00:29:00,2.157336999907399,1.8223120996027915,1.818403567976913
1900-01-01 00:30:00,2.1935839128415546,1.8285882411695473,1.7956310925235655
1900-01-01 00:31:00,2.161439565943915,1.841607824795334,1.8523208713753214
1900-01-01 00:32:00,2.1755567902751354,1.8749474135823219,1.854267081058931
1900-01-01 00:33:00,2.186556371028598,1.8616833838109712,1.8360376970379138
1900-01-01 00:34:00,2.201787220519484,1.862242833944845,1.8690910107164147
1900-01-01 00:35:00,2.1758369889050497,1.8827647193559054,1.8791155459630722
1900-01-01 00:36:00,2.206748764514017,1.8787740311085896,1.8776186230483467
1900-01-01 00:37:00,2.1827962839811192,1.8826323425112557,1.887538350189797
1900-01-01 00:38:00,2.2253009474565664,1.8668549152115188,1.8547915405616378
1900-01-01 00:39:00,2.258216452513987,1.8628930265402657,1.8831818024147917
1900-01-01 00:40:00,2.1883032859013105,1.889691749813992,1.832368653240348
1900-01-01 00:41:00,2.248656182198398,1.9101766973879846,1.9016212718515546
1900-01-01 00:42:00,2.2029197800830578,1.9084798755552004,1.8915456649199893
1900-01-01 00:43:00,2.2340209560032567,1.9180347612458166,1.9042458521530838
1900-01-01 00:44:00,2.2479678961851888,1.9434684970214953,1.9612591680860272
1900-01-01 00:45:00,2.260355447508151,1.910947720310341,1.9147915588830047
1900-01-01 00:46:00,2.211052312724791,1.9350595282197003,1.9642356129109164
1900-01-01 00:47:00,2.258926903878264,1.9510021641428652,1.9217638147951976
1900-01-01 00:48:00,2.3065368890064173,1.936433192684445,1.9640591501221805
1900-01-01 00:49:00,2.294906742168493,1.9470979026950848,1.9128365790379012
1900-01-01 00:50:00,2.3105660591145343,1.9538872590488383,1.9572646451709839
1900-01-01 00:51:00,2.3219926067277825,1.9422375758784274,1.9604609877822805
1900-01-01 00:52:00,2.299462840456367,1.9785013453049318,2.0029330828871
1900-01-01 00:53:00,2.317314896395722,1.9519740925516844,1.9511871705050903
1900-01-01 00:54:00,2.3478007092174016,1.973242423739643,1.9900972562778252
1900-01-01 00:55:00,2.360737667517232,2.023410992676877,1.9833163212968024
1900-01-01 00:56:00,2.32334722283733,1.9804569131153915,1.989530680141486
1900-01-01 00:57:00,2.3735503558181086,2.013759494149954,2.000319519771118
1900-01-01 00:58:00,2.410473978341226,2.039307696289338,2.0122704831972906
1900-01-01 00:59:00,2.3600446528914314,2.0138468313983506,2.0305756809194686
1900-01-01 01:00:00,2.3559090604205637,2.0417181107151774,2.0251985525056084
1900-01-01 01:01:00,2.4224200982845354,1.995726637590647,2.0536207859453928
1900-01-01 01:02:00,2.376392117390527,2.0218265678239327,2.0500306001447477
1900-01-01 01:03:00,2.3642183648164328,2.034817226738736,2.0630564172913
1900-01-01 01:04:00,2.383356852705571,2.055112605562991,2.001327863410055
1900-01-01 01:05:00,2.3700060011604167,2.0306246415614817,1.9947394375757748
1900-01-01 01:06:00,2.389726129278676,2.0078010299854703,2.038797830002967
1900-01-01 01:07:00,2.4124819390577708,2.017163887354351,1.9942573016524925
1900-01-01 01:08:00,2.3689691848775687,2.0332300744818315,2.011674398519713
1900-01-01 01:09:00,2.3960228632304994,2.0468862338241154,2.0387511226607304
1900-01-01 01:10:00,2.345024698967469,2.0377608812864088,2.0290267418251373
1900-01-01 01:11:00,2.415986599108546,2.0106422032840525,2.0288498572797455
1900-01-01 01:12:00,2.3886805996282954,2.0437433965941563,2.0731880244698697
1900-01-01 01:13:00,2.382550337533711,2.026198353171047,1.994687042759767
1900-01-01 01:14:00,2.399468587825541,2.0395479758564465,2.032780083234398
1900-01-01 01:15:00,2.370274315241429,2.0490397320520333,2.001140760496298
1900-01-01 01:16:00,2.3918083359273195,2.0364233661585867,2.03275175258768
1900-01-01 01:17:00,2.3634113863616544,2.0715063908566087,2.0071868720596346
1900-01-01 01:18:00,2.3756073582946295,2.026929688754734,2.049766793433027
1900-01-01 01:19:00,2.383349927918829,2.033321608588992,2.0753018803432366
1900-01-01 01:20:00,2.37706303590789,2.0203992517236045,2.0369109222097284
1900-01-01 01:21:00,2.3588081092644755,2.015569319839537,2.083527690590424
1900-01-01 01:22:00,2.3672637584161977,2.0381952926312876,2.043914406974462
1900-01-01 01:23:00,2.437983384316973,2.0220030453960316,1.9983220984626169
