datetime,MAC000028,MAC000041,MAC000058,MAC000089,MAC000095,MAC000126,MAC000143,MAC000144,MAC000148,MAC000172,MAC000176,MAC000182,MAC000200,MAC000240,MAC000258,MAC000268,MAC004457,MAC004490,MAC004496,MAC004521,MAC004528,MAC004540,MAC004550,MAC004553,MAC004862,MAC004874,MAC004918,MAC004998,MAC005000,MAC005016,MAC005024,MAC005025,MAC005193,MAC005227,MAC005229,MAC005257,MAC005261,MAC005268,MAC005270,MAC005273
2012-02-11 03:12:00,0.126,0.122,0.084,0.168,0.188,0.142,0.168,0.066,0.276,0.05,0.174,0.152,0.026,0.122,0.112,0.192,0.078,0.19,0.092,0.246,0.316,0.338,0.12,0.4,0.136,0.198,0.098,0.14,0.206,0.046,0.078,0.054,0.17,0.148,0.046,0.196,0.146,0.772,0.166,0.062
2012-02-11 03:13:00,0.126,0.122,0.084,0.168,0.188,0.142,0.168,0.066,0.276,0.05,0.174,0.152,0.026,0.122,0.112,0.192,0.078,0.19,0.092,0.246,0.316,0.338,0.12,0.4,0.136,0.198,0.098,0.14,0.206,0.046,0.078,0.054,0.17,0.148,0.046,0.196,0.146,0.772,0.166,0.062
2012-02-11 03:14:00,0.126,0.122,0.084,0.168,0.188,0.142,0.168,0.066,0.276,0.05,0.174,0.152,0.026,0.122,0.112,0.192,0.078,0.19,0.092,0.246,0.316,0.338,0.12,0.4,0.136,0.198,0.098,0.14,0.206,0.046,0.078,0.054,0.17,0.148,0.046,0.196,0.146,0.772,0.166,0.062
2012-02-11 03:15:00,0.126,0.122,0.084,0.168,0.188,0.142,0.168,0.066,0.276,0.05,0.174,0.152,0.026,0.122,0.112,0.192,0.078,0.19,0.092,0.246,0.316,0.338,0.12,0.4,0.136,0.198,0.098,0.14,0.206,0.046,0.078,0.054,0.17,0.148,0.046,0.196,0.146,0.772,0.166,0.062
2012-02-11 03:16:00,0.126,0.122,0.084,0.168,0.188,0.142,0.168,0.066,0.276,0.05,0.174,0.152,0.026,0.122,0.112,0.192,0.078,0.19,0.092,0.246,0.316,0.338,0.12,0.4,0.136,0.198,0.098,0.14,0.206,0.046,0.078,0.054,0.17,0.148,0.046,0.196,0.146,0.772,0.166,0.062
2012-02-11 03:17:00,0.126,0.122,0.084,0.168,0.188,0.142,0.168,0.066,0.276,0.05,0.174,0.152,0.026,0.122,0.112,0.192,0.078,0.19,0.092,0.246,0.316,0.338,0.12,0.4,0.136,0.198,0.098,0.14,0.206,0.046,0.078,0.054,0.17,0.148,0.046,0.196,0.146,0.772,0.166,0.062
2012-02-11 03:18:00,0.126,0.122,0.084,0.168,0.188,0.142,0.168,0.066,0.276,0.05,0.174,0.152,0.026,0.122,0.112,0.192,0.078,0.19,0.092,0.246,0.316,0.338,0.12,0.4,0.136,0.198,0.098,0.14,0.206,0.046,0.078,0.054,0.17,0.148,0.046,0.196,0.146,0.772,0.166,0.062
2012-02-11 03:19:00,0.126,0.122,0.084,0.168,0.188,0.142,0.168,0.066,0.276,0.05,0.174,0.152,0.026,0.122,0.112,0.192,0.078,0.19,0.092,0.246,0.316,0.338,0.12,0.4,0.136,0.198,0.098,0.14,0.206,0.046,0.078,0.054,0.17,0.148,0.046,0.196,0.146,0.772,0.166,0.062
2012-02-11 03:20:00,0.126,0.122,0.084,0.168,0.188,0.142,0.168,0.066,0.276,0.05,0.174,0.152,0.026,0.122,0.112,0.192,0.078,0.19,0.092,0.246,0.316,0.338,0.12,0.4,0.136,0.198,0.098,0.14,0.206,0.046,0.078,0.054,0.17,0.148,0.046,0.196,0.146,0.772,0.166,0.062
2012-02-11 03:21:00,0.126,0.122,0.084,0.168,0.188,0.142,0.168,0.066,0.276,0.05,0.174,0.152,0.026,0.122,0.112,0.192,0.078,0.19,0.092,0.246,0.316,0.338,0.12,0.4,0.136,0.198,0.098,0.14,0.206,0.046,0.078,0.054,0.17,0.148,0.046,0.196,0.146,0.772,0.166,0.062
2012-02-11 03:22:00,0.126,0.122,0.084,0.168,0.188,0.142,0.168,0.066,0.276,0.05,0.174,0.152,0.026,0.122,0.112,0.192,0.078,0.19,0.092,0.246,0.316,0.338,0.12,0.4,0.136,0.198,0.098,0.14,0.206,0.046,0.078,0.054,0.17,0.148,0.046,0.196,0.146,0.772,0.166,0.062
2012-02-11 03:23:00,0.126,0.122,0.084,0.168,0.188,0.142,0.168,0.066,0.276,0.05,0.174,0.152,0.026,0.122,0.112,0.192,0.078,0.19,0.092,0.246,0.316,0.338,0.12,0.4,0.136,0.198,0.098,0.14,0.206,0.046,0.078,0.054,0.17,0.148,0.046,0.196,0.146,0.772,0.166,0.062
2012-02-11 03:24:00,0.126,0.122,0.084,0.168,0.188,0.142,0.168,0.066,0.276,0.05,0.174,0.152,0.026,0.122,0.112,0.192,0.078,0.19,0.092,0.246,0.316,0.338,0.12,0.4,0.136,0.198,0.098,0.14,0.206,0.046,0.078,0.054,0.17,0.148,0.046,0.196,0.146,0.772,0.166,0.062
2012-02-11 03:25:00,0.126,0.122,0.084,0.168,0.188,0.142,0.168,0.066,0.276,0.05,0.174,0.152,0.026,0.122,0.112,0.192,0.078,0.19,0.092,0.246,0.316,0.338,0.12,0.4,0.136,0.198,0.098,0.14,0.206,0.046,0.078,0.054,0.17,0.148,0.046,0.196,0.146,0.772,0.166,0.062
2012-02-11 03:26:00,0.126,0.122,0.084,0.168,0.188,0.142,0.168,0.066,0.276,0.05,0.174,0.152,0.026,0.122,0.112,0.192,0.078,0.19,0.092,0.246,0.316,0.338,0.12,0.4,0.136,0.198,0.098,0.14,0.206,0.046,0.078,0.054,0.17,0.148,0.046,0.196,0.146,0.772,0.166,0.062
2012-02-11 03:27:00,0.126,0.122,0.084,0.168,0.188,0.142,0.168,0.066,0.276,0.05,0.174,0.152,0.026,0.122,0.112,0.192,0.078,0.19,0.092,0.246,0.316,0.338,0.12,0.4,0.136,0.198,0.098,0.14,0.206,0.046,0.078,0.054,0.17,0.148,0.046,0.196,0.146,0.772,0.166,0.062
2012-02-11 03:28:00,0.126,0.122,0.084,0.168,0.188,0.142,0.168,0.066,0.276,0.05,0.174,0.152,0.026,0.122,0.112,0.192,0.078,0.19,0.092,0.246,0.316,0.338,0.12,0.4,0.136,0.198,0.098,0.14,0.206,0.046,0.078,0.054,0.17,0.148,0.046,0.196,0.146,0.772,0.166,0.062
2012-02-11 03:29:00,0.126,0.122,0.084,0.168,0.188,0.142,0.168,0.066,0.276,0.05,0.174,0.152,0.026,0.122,0.112,0.192,0.078,0.19,0.092,0.246,0.316,0.338,0.12,0.4,0.136,0.198,0.098,0.14,0.206,0.046,0.078,0.054,0.17,0.148,0.046,0.196,0.146,0.772,0.166,0.062
2012-02-11 03:30:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:31:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:32:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:33:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:34:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:35:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:36:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:37:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:38:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:39:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:40:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:41:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:42:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:43:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:44:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:45:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:46:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:47:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:48:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:49:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:50:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:51:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:52:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:53:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:54:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:55:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:56:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:57:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:58:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 03:59:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
2012-02-11 04:00:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:01:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:02:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:03:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:04:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:05:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:06:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:07:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:08:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:09:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:10:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:11:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:12:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:13:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:14:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:15:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:16:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:17:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:18:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:19:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:20:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:21:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:22:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:23:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:24:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:25:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:26:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:27:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:28:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:29:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
2012-02-11 04:30:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
