time,MAC000055_net_output_kW,MAC000203_net_output_kW,MAC000214_net_output_kW,MAC000239_net_output_kW,MAC000250_net_output_kW,MAC000676_net_output_kW,MAC000727_net_output_kW,MAC000734_net_output_kW,MAC000761_net_output_kW,MAC000792_net_output_kW,MAC000864_net_output_kW,MAC001072_net_output_kW,MAC001210_net_output_kW,MAC001238_net_output_kW,MAC001607_net_output_kW,MAC001759_net_output_kW,MAC001795_net_output_kW,MAC001799_net_output_kW,MAC001816_net_output_kW,MAC001906_net_output_kW,MAC001996_net_output_kW,MAC002205_net_output_kW,MAC002220_net_output_kW,MAC002733_net_output_kW,MAC002756_net_output_kW,MAC002877_net_output_kW,MAC003046_net_output_kW,MAC003473_net_output_kW,MAC003488_net_output_kW,MAC003490_net_output_kW,MAC003718_net_output_kW,MAC004146_net_output_kW,MAC004508_net_output_kW,MAC004619_net_output_kW,MAC004848_net_output_kW,MAC004856_net_output_kW,MAC004933_net_output_kW,MAC005219_net_output_kW,MAC005325_net_output_kW,MAC005531_net_output_kW
00:39:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
00:40:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
00:41:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
00:42:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
00:43:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
00:44:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
00:45:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
00:46:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
00:47:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
00:48:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
00:49:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
00:50:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
00:51:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
00:52:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
00:53:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
00:54:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
00:55:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
00:56:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
00:57:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
00:58:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
00:59:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
01:00:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:01:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:02:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:03:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:04:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:05:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:06:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:07:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:08:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:09:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:10:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
