time,MAC000028_net_output_kW,MAC000041_net_output_kW,MAC000058_net_output_kW,MAC000089_net_output_kW,MAC000095_net_output_kW,MAC000126_net_output_kW,MAC000143_net_output_kW,MAC000144_net_output_kW,MAC000148_net_output_kW,MAC000172_net_output_kW,MAC000176_net_output_kW,MAC000182_net_output_kW,MAC000200_net_output_kW,MAC000240_net_output_kW,MAC000258_net_output_kW,MAC000268_net_output_kW,MAC004457_net_output_kW,MAC004490_net_output_kW,MAC004496_net_output_kW,MAC004521_net_output_kW,MAC004528_net_output_kW,MAC004540_net_output_kW,MAC004550_net_output_kW,MAC004553_net_output_kW,MAC004862_net_output_kW,MAC004874_net_output_kW,MAC004918_net_output_kW,MAC004998_net_output_kW,MAC005000_net_output_kW,MAC005016_net_output_kW,MAC005024_net_output_kW,MAC005025_net_output_kW,MAC005193_net_output_kW,MAC005227_net_output_kW,MAC005229_net_output_kW,MAC005257_net_output_kW,MAC005261_net_output_kW,MAC005268_net_output_kW,MAC005270_net_output_kW,MAC005273_net_output_kW
03:44:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
03:45:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
03:46:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
03:47:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
03:48:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
03:49:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
03:50:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
03:51:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
03:52:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
03:53:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
03:54:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
03:55:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
03:56:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
03:57:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
03:58:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
03:59:00,0.108,0.122,0.08,0.078,0.136,0.194,0.168,0.038,0.278,0.104,0.154,0.116,0.024,0.158,0.094,0.146,0.118,0.198,0.082,0.142,0.346,0.298,0.104,0.316,0.112,0.198,0.108,0.042,0.196,0.082,0.096,0.05,0.174,0.122,0.07,0.188,0.23,0.062,0.242,0.188
04:00:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:01:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:02:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:03:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:04:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:05:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:06:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:07:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:08:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:09:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:10:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:11:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:12:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:13:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:14:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:15:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:16:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:17:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:18:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:19:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:20:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:21:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:22:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:23:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:24:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:25:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:26:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:27:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:28:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:29:00,0.11,0.12,0.078,0.176,0.32,0.09,0.222,0.066,0.282,0.03,0.176,0.148,0.048,0.112,0.05,0.05,0.158,0.13,0.07,0.156,0.248,0.166,0.12,0.306,0.144,0.196,0.1,0.104,0.344,0.1,0.078,0.032,0.216,0.124,0.086,0.23,0.22,0.094,0.204,0.066
04:30:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:31:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:32:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:33:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:34:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:35:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:36:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:37:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:38:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:39:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:40:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:41:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:42:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:43:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:44:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:45:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:46:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:47:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:48:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:49:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:50:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:51:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:52:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:53:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:54:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:55:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:56:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:57:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:58:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
04:59:00,0.122,0.12,0.142,0.12,0.582,0.064,0.264,0.028,0.28,0.054,0.1,0.124,0.12,0.164,0.076,0.036,0.092,0.084,0.124,0.144,0.234,0.184,0.062,0.204,0.122,0.196,0.098,0.148,0.276,0.146,0.076,0.052,0.234,0.158,0.046,0.21,0.25,0.186,0.168,0.096
05:00:00,0.118,0.12,0.086,0.172,0.662,0.058,0.196,0.084,0.28,0.088,0.81,0.118,0.026,0.1,0.142,0.084,0.098,0.09,0.082,0.556,0.248,0.132,0.106,0.302,0.138,0.196,0.096,0.062,0.254,0.172,0.078,0.03,0.194,0.122,0.072,0.15,0.506,0.108,0.172,0.136
05:01:00,0.118,0.12,0.086,0.172,0.662,0.058,0.196,0.084,0.28,0.088,0.81,0.118,0.026,0.1,0.142,0.084,0.098,0.09,0.082,0.556,0.248,0.132,0.106,0.302,0.138,0.196,0.096,0.062,0.254,0.172,0.078,0.03,0.194,0.122,0.072,0.15,0.506,0.108,0.172,0.136
05:02:00,0.118,0.12,0.086,0.172,0.662,0.058,0.196,0.084,0.28,0.088,0.81,0.118,0.026,0.1,0.142,0.084,0.098,0.09,0.082,0.556,0.248,0.132,0.106,0.302,0.138,0.196,0.096,0.062,0.254,0.172,0.078,0.03,0.194,0.122,0.072,0.15,0.506,0.108,0.172,0.136
05:03:00,0.118,0.12,0.086,0.172,0.662,0.058,0.196,0.084,0.28,0.088,0.81,0.118,0.026,0.1,0.142,0.084,0.098,0.09,0.082,0.556,0.248,0.132,0.106,0.302,0.138,0.196,0.096,0.062,0.254,0.172,0.078,0.03,0.194,0.122,0.072,0.15,0.506,0.108,0.172,0.136
05:04:00,0.118,0.12,0.086,0.172,0.662,0.058,0.196,0.084,0.28,0.088,0.81,0.118,0.026,0.1,0.142,0.084,0.098,0.09,0.082,0.556,0.248,0.132,0.106,0.302,0.138,0.196,0.096,0.062,0.254,0.172,0.078,0.03,0.194,0.122,0.072,0.15,0.506,0.108,0.172,0.136
